,"(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(3, 4)","(3, 5)","(3, 6)","(4, 5)","(4, 6)","(5, 6)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(7, 14)","(7, 15)","(7, 16)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(8, 14)","(8, 15)","(8, 16)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(9, 14)","(9, 15)","(9, 16)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(10, 15)","(10, 16)","(11, 12)","(11, 13)","(11, 14)","(11, 15)","(11, 16)","(12, 13)","(12, 14)","(12, 15)","(12, 16)","(13, 14)","(13, 15)","(13, 16)","(14, 15)","(14, 16)","(15, 16)"
"(2, 6)",0.832783018,0.819206256,0.758572597,0.656736043,0.153954196,0.289573113,-0.598099314,-0.422606876,-0.463223199,-0.499255725,-0.59879887,-0.518540743,-0.607919913,-0.600607381,-0.590148512,-0.556613994,0.228476188,-0.000663761,0.078432443,0.06390095,0.904864142,0.995957237,0.103649884,0.070286286,0.916203139,1,0.041355997,0.92042574,0.972136001,0.890078116,0.832759417,-0.166273119,-0.503057172,-0.433258074,-0.354368118,0.281197393,-0.179789912,0.334524646,0.324742983,0.263830957,-0.046974842,0.448554156,0.465875806,0.5929841,0.418439044,0.605816914,0.59905893,0.58802321,0.538463777,0.433212196,0.589941973,0.320242663,0.605963254,0.600410657,0.590163362,0.517992106,0.604235193,0.212640661,0.621512048,0.615453456,0.606367971,0.518787447,-0.526238619,0.47613806,0.311190554,-0.045650261,-0.614329961,0.540139247,0.511872079,0.450489252,0.199982994,0.004748206,-0.363711917,-0.65103805,-0.524514379,-0.641272343,-0.618355004
"(3, 4)",-0.263236389,-0.286946463,-0.340219126,-0.561417142,-0.621499612,-0.523448274,-0.08795386,0.076045909,0.095428034,0.107394341,0.091646408,0.099436116,0.0805642,0.080133135,0.079216757,0.087037933,-0.093188914,0.481001915,0.503394919,0.922793253,0.303733395,0.084399377,0.480397462,0.945453961,0.270708714,0.041355997,1,0.179195382,-0.071993302,-0.243328354,-0.48866846,-0.579788436,-0.175314847,-0.228469729,-0.290571207,-0.305896436,-0.313141746,-0.280339895,-0.272837603,-0.276861521,-0.327285842,-0.124908084,-0.123467666,-0.084288322,-0.084529076,-0.06949765,-0.06946599,-0.067867083,-0.075804694,-0.108734286,-0.070095977,-0.053702479,-0.053993043,-0.054370122,-0.051365021,-0.050607579,-0.056138657,-0.022322162,-0.037644377,-0.038341548,-0.032880602,-0.016646059,0.046677896,0.108448545,0.064913832,0.089066283,0.088650829,-0.025395882,-0.025229665,-0.016166999,0.012764851,-0.011080609,0.039085581,0.052415916,0.063783472,0.053495589,0.045548867
"(3, 5)",0.717921131,0.708002668,0.663574761,0.537016764,-0.047177106,0.189727227,-0.718479261,-0.473183074,-0.536564511,-0.586012814,-0.663822295,-0.529039982,-0.676626453,-0.673782475,-0.66921904,-0.631913028,0.036276038,-0.031229899,0.016996709,0.132753596,0.965246238,0.913954456,0.034295953,0.150243841,0.979677811,0.92042574,0.179195382,1,0.909187675,0.910638514,0.719018385,-0.488648791,-0.629600623,-0.540506814,-0.443810812,0.23056186,-0.369163552,0.297842127,0.299313978,0.241431253,-0.126108132,0.567699167,0.58256426,0.654708955,0.39113314,0.672771002,0.672530981,0.670272416,0.616865615,0.534870757,0.635046148,0.251825134,0.658231681,0.660629172,0.659794917,0.573961793,0.631692242,0.09540905,0.658864168,0.662615873,0.663754275,0.546729243,-0.660673424,0.567033064,0.420942957,0.06016705,-0.637876575,0.67351873,0.649221326,0.598435384,0.370139251,0.108172567,-0.292710138,-0.693008974,-0.495333996,-0.70062301,-0.699014897
"(3, 6)",0.89613132,0.892197762,0.86153464,0.777039369,0.301884147,0.441393381,-0.572335466,-0.418326433,-0.472012409,-0.516358453,-0.620074721,-0.515242329,-0.627201394,-0.620468623,-0.609740779,-0.570912838,0.226971991,-0.184014369,-0.153539938,-0.118701495,0.833419163,0.951734465,-0.132325078,-0.104310658,0.857899146,0.972136001,-0.071993302,0.909187675,1,0.926609812,0.905385594,-0.080994387,-0.471187351,-0.385651748,-0.288204623,0.360046709,-0.140982642,0.408279033,0.397797511,0.338068619,0.027652424,0.493319022,0.511162299,0.625037017,0.417140736,0.634553972,0.62858354,0.618033209,0.56505933,0.474153485,0.617213364,0.304466809,0.629744248,0.625261244,0.615273985,0.535407361,0.626449315,0.179140632,0.63985073,0.635169949,0.625864325,0.522711993,-0.581581757,0.459414877,0.308143864,-0.057435392,-0.652074637,0.586953733,0.557897511,0.495905378,0.244987577,0.020671161,-0.367327988,-0.680250126,-0.540871124,-0.67278843,-0.651585808
"(4, 5)",0.818367529,0.818547483,0.797123137,0.765250622,0.21452376,0.406913138,-0.671408822,-0.498463486,-0.569088621,-0.622864545,-0.692957837,-0.563346963,-0.700926021,-0.697941099,-0.693057844,-0.65956495,0.074901891,-0.232815271,-0.194672172,-0.256687303,0.824066461,0.865619629,-0.167956932,-0.24896053,0.852164874,0.890078116,-0.243328354,0.910638514,0.926609812,1,0.914125146,-0.238245757,-0.547084429,-0.436922834,-0.315508208,0.355795834,-0.232435815,0.411392291,0.40969226,0.354316699,0.013138183,0.612153745,0.626206251,0.680876752,0.421114116,0.692471147,0.6922213,0.689323608,0.640004374,0.572999218,0.655530571,0.270823349,0.671624942,0.674147093,0.672063117,0.587123124,0.646361115,0.103431412,0.66538122,0.669372928,0.668202359,0.546009727,-0.670965517,0.513482625,0.387738075,0.02191029,-0.666113388,0.674689141,0.650664618,0.59678978,0.359566445,0.111302171,-0.304993333,-0.70524767,-0.515131688,-0.71320791,-0.708285939
"(4, 6)",0.895941666,0.902594444,0.89845278,0.918704616,0.528644789,0.608944731,-0.463200779,-0.398302635,-0.453515076,-0.497399743,-0.581416116,-0.493030912,-0.58293187,-0.576858943,-0.567085315,-0.536452066,0.238204855,-0.36572818,-0.34860856,-0.496662307,0.599726852,0.796590286,-0.320262239,-0.493720249,0.635198538,0.832759417,-0.48866846,0.719018385,0.905385594,0.914125146,1,0.175958218,-0.337531211,-0.240081702,-0.128404403,0.44516952,0.009977792,0.476479265,0.464117033,0.413584462,0.163519366,0.48469951,0.499693163,0.582622115,0.400865876,0.584650153,0.579414113,0.569505156,0.526546607,0.461046661,0.569736149,0.289180268,0.573842069,0.570081164,0.560066169,0.489881725,0.571873525,0.166192247,0.575722944,0.5719252,0.561460991,0.464319379,-0.528605112,0.35569828,0.241907429,-0.088155763,-0.608130091,0.52424293,0.49875576,0.440672978,0.208877759,0.022799809,-0.337949845,-0.617349916,-0.500267628,-0.611281956,-0.589352894
"(5, 6)",0.159180318,0.174677957,0.216760712,0.342655608,0.745440805,0.470641952,0.520588274,0.256164085,0.295394084,0.32083334,0.289733865,0.186766845,0.305447378,0.312747671,0.324305831,0.316373777,0.388788994,-0.310787462,-0.362341211,-0.566467655,-0.564223568,-0.193530918,-0.359292196,-0.578182149,-0.547473411,-0.166273119,-0.579788436,-0.488648791,-0.080994387,-0.238245757,0.175958218,1,0.519757275,0.485712311,0.458432492,0.202487276,0.588267585,0.142509757,0.117023023,0.130415411,0.359758147,-0.325256345,-0.323435698,-0.257502108,-0.062169786,-0.280794003,-0.292730496,-0.309433325,-0.292593518,-0.286800305,-0.226822285,0.035222363,-0.256063945,-0.271197582,-0.29013009,-0.252016881,-0.199441759,0.147048618,-0.236401678,-0.255191063,-0.277417331,-0.213432154,0.36285941,-0.39467277,-0.361937268,-0.264381519,0.16055827,-0.382343635,-0.38506785,-0.393407451,-0.372738345,-0.21563988,-0.069049833,0.233485771,0.052344472,0.267345652,0.307926661
"(7, 8)",-0.263975295,-0.259219225,-0.226307988,-0.153228079,0.285337473,0.109480036,0.849629103,0.211275516,0.305287329,0.418316594,0.58781395,0.550771924,0.599226251,0.587727373,0.569784868,0.544646753,0.041151657,-0.007550533,-0.099091826,-0.166654614,-0.630839296,-0.501729643,-0.12775158,-0.181986707,-0.638133888,-0.503057172,-0.175314847,-0.629600623,-0.471187351,-0.547084429,-0.337531211,0.519757275,1,0.970880085,0.887115598,0.108373972,0.558674641,0.037326081,0.04388992,0.135868703,0.533505239,-0.493781062,-0.61360248,-0.69798277,-0.646693912,-0.707682565,-0.693840638,-0.680426247,-0.697403259,-0.668373182,-0.702098223,-0.558772677,-0.714235736,-0.700794167,-0.688689134,-0.70238852,-0.677326173,-0.403375206,-0.692666088,-0.677629314,-0.661984786,-0.661973833,0.446202368,-0.503169669,-0.287718557,0.115293091,0.608165344,-0.472837109,-0.439217968,-0.360541185,-0.091661437,0.078693025,0.466543419,0.651954235,0.613344401,0.627600957,0.575023461
"(7, 9)",-0.148739489,-0.142853457,-0.106652539,-0.033999312,0.361965319,0.228479225,0.747380887,0.061467827,0.12366999,0.228003791,0.42614529,0.426201681,0.438286153,0.423486913,0.400485499,0.376201461,0.020853141,-0.059305316,-0.165498816,-0.233377702,-0.562583755,-0.436857304,-0.195591573,-0.247942082,-0.565066384,-0.433258074,-0.228469729,-0.540506814,-0.385651748,-0.436922834,-0.240081702,0.485712311,0.970880085,1,0.964965816,0.27103541,0.586564629,0.205054002,0.216568445,0.311057925,0.66450463,-0.271084595,-0.41835914,-0.558208827,-0.587258067,-0.567718349,-0.548243298,-0.528101234,-0.552927045,-0.521815318,-0.589362565,-0.564182912,-0.599399136,-0.57865571,-0.560200126,-0.600385239,-0.579295717,-0.463860382,-0.591182398,-0.567050907,-0.544599308,-0.59120812,0.278125492,-0.420947703,-0.183795227,0.176636624,0.4950854,-0.310764256,-0.274748508,-0.195417613,0.046439805,0.181693808,0.488624089,0.53339691,0.572721259,0.492985437,0.42427441
"(7, 10)",-0.011002981,-0.003808322,0.036163374,0.107955925,0.46243191,0.375537657,0.628427863,-0.044799199,-0.019221819,0.048706052,0.236329392,0.262513222,0.250929308,0.234892184,0.209786684,0.185126342,0.022884692,-0.120436298,-0.243776305,-0.311644045,-0.490132573,-0.363772617,-0.275512355,-0.325249068,-0.487032962,-0.354368118,-0.290571207,-0.443810812,-0.288204623,-0.315508208,-0.128404403,0.458432492,0.887115598,0.964965816,1,0.463628198,0.649620973,0.400426268,0.412745014,0.502970514,0.807641499,-0.061698072,-0.179911376,-0.354470169,-0.432058678,-0.368098081,-0.346067395,-0.320737153,-0.335363831,-0.279728692,-0.399106843,-0.459187795,-0.412744319,-0.388160259,-0.363807364,-0.401264794,-0.412421683,-0.431136107,-0.42721114,-0.397965515,-0.370242335,-0.430507355,0.110140403,-0.347746569,-0.102270826,0.188959164,0.342853054,-0.150116927,-0.115236117,-0.044086275,0.149453618,0.251004469,0.456426084,0.382571019,0.477959072,0.332512272,0.258533
"(7, 11)",0.657009559,0.661852183,0.673801804,0.673114869,0.684521097,0.801588973,-0.201242305,-0.520761033,-0.569618838,-0.609943047,-0.670005395,-0.587168842,-0.65783804,-0.660150653,-0.660099524,-0.647590669,0.245199592,-0.267567425,-0.334178252,-0.362613592,0.134190398,0.256044054,-0.338653411,-0.360388539,0.156339776,0.281197393,-0.305896436,0.23056186,0.360046709,0.355795834,0.44516952,0.202487276,0.108373972,0.27103541,0.463628198,1,0.612925038,0.991449324,0.981044872,0.9664301,0.857429054,0.548398584,0.562203682,0.636237239,0.43790539,0.621404277,0.628518476,0.630196495,0.60195685,0.515620863,0.617865776,0.309834218,0.602894756,0.61366093,0.616992493,0.56210409,0.615917018,0.170061765,0.596979705,0.610814527,0.616373038,0.539655661,-0.577114372,0.207731585,0.234841937,-0.052744591,-0.615382011,0.545361698,0.538140132,0.49329085,0.271419541,0.203840652,-0.198882414,-0.589022846,-0.427993477,-0.615025303,-0.615677946
"(7, 12)",0.209994091,0.209924831,0.221592594,0.277046804,0.640391759,0.544079542,0.372992959,-0.070428211,-0.025147176,-0.013631201,-0.034527686,-0.22070006,-0.004049421,0.004703561,0.012967659,-0.034814467,0.377466491,-0.057756278,-0.139489715,-0.280896396,-0.391172222,-0.184262622,-0.161910934,-0.300357104,-0.391631419,-0.179789912,-0.313141746,-0.369163552,-0.140982642,-0.232435815,0.009977792,0.588267585,0.558674641,0.586564629,0.649620973,0.612925038,1,0.534262775,0.501333837,0.510619271,0.753823693,-0.115521619,-0.079287976,0.007976456,0.271320635,-0.03236661,-0.04392692,-0.058579302,-0.003404933,-0.034242121,0.035283344,0.337758318,-0.01303019,-0.026739834,-0.042575498,0.037432904,0.052588576,0.405876845,-0.00705734,-0.02366652,-0.042905007,0.071100263,0.291522024,-0.423183135,-0.357573583,-0.349990132,-0.027508835,-0.323022716,-0.323923245,-0.354557489,-0.439148021,-0.169108534,-0.155568228,0.075033773,-0.104279687,0.103349444,0.156570354
"(7, 13)",0.675638088,0.680668632,0.6885586,0.679404972,0.641446047,0.775521033,-0.271808798,-0.554674015,-0.609514105,-0.652624196,-0.719061665,-0.613140716,-0.713617789,-0.718496083,-0.719697549,-0.698778425,0.222567718,-0.276032578,-0.320847457,-0.338811647,0.202323036,0.308397501,-0.317851872,-0.33304415,0.225971227,0.334524646,-0.280339895,0.297842127,0.408279033,0.411392291,0.476479265,0.142509757,0.037326081,0.205054002,0.400426268,0.991449324,0.534262775,1,0.995535829,0.978481547,0.82440645,0.594351487,0.605494877,0.685220375,0.448012906,0.679608964,0.69051261,0.694600098,0.655650069,0.551572506,0.664595029,0.306328492,0.660509502,0.675892325,0.682357549,0.613313486,0.663330077,0.152688856,0.657396538,0.676844014,0.686902051,0.594466132,-0.648070171,0.333588922,0.347596043,0.02666363,-0.649473963,0.627402177,0.62259142,0.577973312,0.341888257,0.267164503,-0.182881937,-0.648461055,-0.449488138,-0.684557135,-0.693389549
"(7, 14)",0.652628919,0.658192728,0.666886665,0.658367466,0.611132527,0.74855053,-0.27414233,-0.567947929,-0.624427927,-0.664960875,-0.715445168,-0.595415322,-0.71301338,-0.722518717,-0.727999027,-0.705557244,0.186266744,-0.2787344,-0.31928069,-0.332871857,0.204149672,0.298412057,-0.314752453,-0.326136493,0.228027336,0.324742983,-0.272837603,0.299313978,0.397797511,0.40969226,0.464117033,0.117023023,0.04388992,0.216568445,0.412745014,0.981044872,0.501333837,0.995535829,1,0.990919606,0.832962572,0.609771115,0.612579977,0.672630695,0.410112185,0.671633681,0.68896793,0.698673732,0.655355528,0.54949417,0.646457281,0.259377896,0.648026028,0.670875724,0.683626527,0.60737025,0.641679455,0.098800054,0.642861621,0.671316315,0.689049203,0.587031027,-0.669508165,0.375299457,0.418748515,0.114637484,-0.616300927,0.652737164,0.656189853,0.621461145,0.401990645,0.356925384,-0.10198748,-0.629108355,-0.396538802,-0.681195917,-0.705281478
"(7, 15)",0.596253813,0.602253355,0.614666152,0.613467249,0.595415312,0.720838253,-0.193815915,-0.544481095,-0.598248496,-0.630234052,-0.647003474,-0.516669826,-0.645742597,-0.659999397,-0.672147199,-0.652246488,0.143109397,-0.270388541,-0.320004878,-0.336009019,0.148348854,0.238493115,-0.318883508,-0.330764711,0.170890692,0.263830957,-0.276861521,0.241431253,0.338068619,0.354316699,0.413584462,0.130415411,0.135868703,0.311057925,0.502970514,0.9664301,0.510619271,0.978481547,0.990919606,1,0.879955528,0.583188714,0.570904552,0.590716956,0.311912202,0.592052402,0.615689445,0.633556061,0.589441781,0.497088103,0.557002616,0.159029598,0.561591679,0.591513548,0.612984391,0.533728338,0.546426246,0.001354853,0.55183639,0.588751412,0.616622299,0.508569994,-0.64221508,0.35305586,0.441691866,0.205596726,-0.516133786,0.625087238,0.638161146,0.622887209,0.452602628,0.433003483,0.023901924,-0.535938774,-0.269513074,-0.602828215,-0.6486842
"(7, 16)",0.355446595,0.360973519,0.386435387,0.425830377,0.63366355,0.653108212,0.217353123,-0.324574487,-0.334972239,-0.333287495,-0.278988548,-0.233486527,-0.266972547,-0.281417877,-0.298699003,-0.31584558,0.13992681,-0.194661305,-0.295901434,-0.36050116,-0.198490179,-0.064270682,-0.315962377,-0.36839721,-0.186072455,-0.046974842,-0.327285842,-0.126108132,0.027652424,0.013138183,0.163519366,0.359758147,0.533505239,0.66450463,0.807641499,0.857429054,0.753823693,0.82440645,0.832962572,0.879955528,1,0.268471643,0.244645715,0.203609021,0.074132448,0.191224912,0.213354466,0.234234434,0.234075828,0.194296662,0.176807743,-0.003795582,0.16445876,0.191088181,0.214524632,0.198625787,0.163474367,-0.076251635,0.14928667,0.181765304,0.210106773,0.184505345,-0.258891905,-0.014454395,0.160165706,0.15419681,-0.122050804,0.228560812,0.2533552,0.271064093,0.259278569,0.345181439,0.198406891,-0.103765857,0.0421608,-0.162349322,-0.209293219
"(8, 9)",0.520735142,0.52299023,0.522165826,0.492253397,0.167433061,0.389484661,-0.700884231,-0.625823477,-0.777762772,-0.853191725,-0.814969479,-0.665964095,-0.816746684,-0.824262665,-0.835664826,-0.822825899,-0.089625835,-0.184918358,-0.202600217,-0.177523598,0.492534696,0.430157279,-0.196682502,-0.168789738,0.512830195,0.448554156,-0.124908084,0.567699167,0.493319022,0.612153745,0.48469951,-0.325256345,-0.493781062,-0.271084595,-0.061698072,0.548398584,-0.115521619,0.594351487,0.609771115,0.583188714,0.268471643,1,0.946860392,0.778226817,0.466756039,0.782673361,0.797747227,0.816962923,0.795078477,0.791398931,0.681672832,0.197251475,0.694000267,0.715286369,0.733640555,0.642835262,0.618670751,-0.062971064,0.637148735,0.664322899,0.682958844,0.513747274,-0.783219742,0.493635477,0.488808168,0.177871823,-0.646461605,0.771751123,0.767404102,0.739246873,0.536810524,0.343313483,-0.100916695,-0.683318145,-0.385471698,-0.732151438,-0.770307412
"(8, 10)",0.543787075,0.545958734,0.544205908,0.511270079,0.18299606,0.409141999,-0.735710338,-0.527003672,-0.683598817,-0.808281168,-0.848506016,-0.724785488,-0.84784457,-0.850773705,-0.855488092,-0.84411652,-0.048537898,-0.189944901,-0.205864693,-0.177978901,0.505943595,0.446957719,-0.199073956,-0.168579747,0.52679246,0.465875806,-0.123467666,0.58256426,0.511162299,0.626206251,0.499693163,-0.323435698,-0.61360248,-0.41835914,-0.179911376,0.562203682,-0.079287976,0.605494877,0.612579977,0.570904552,0.244645715,0.946860392,1,0.881157877,0.639141734,0.878508261,0.886697827,0.901446797,0.912619954,0.945965453,0.813554508,0.405344366,0.816083176,0.829494164,0.845360913,0.810488071,0.737965133,0.12214079,0.745347866,0.763334079,0.777421855,0.674301957,-0.762524187,0.477385187,0.43818455,0.077524032,-0.709586548,0.750887054,0.738912125,0.692956193,0.450996542,0.2617021,-0.213461421,-0.734947225,-0.489477298,-0.768686094,-0.783198824
"(8, 11)",0.678130665,0.677926755,0.660980857,0.603769837,0.27162966,0.492418604,-0.804329239,-0.539088181,-0.647236761,-0.763996926,-0.938823095,-0.850401635,-0.938917239,-0.931659005,-0.917695622,-0.889168838,0.144729209,-0.186862473,-0.163765259,-0.131843146,0.586254993,0.573835178,-0.144739392,-0.118341475,0.607871799,0.5929841,-0.084288322,0.654708955,0.625037017,0.680876752,0.582622115,-0.257502108,-0.69798277,-0.558208827,-0.354470169,0.636237239,0.007976456,0.685220375,0.672630695,0.590716956,0.203609021,0.778226817,0.881157877,1,0.817329047,0.996844686,0.991226919,0.982023223,0.974848916,0.890109494,0.989964471,0.656856383,0.98860084,0.985924283,0.9789278,0.950014796,0.96934227,0.435588966,0.967606445,0.96590274,0.957764309,0.902487854,-0.761996191,0.540144316,0.392471258,-0.127471192,-0.915281098,0.759800048,0.728505844,0.635132168,0.266606543,0.085755736,-0.505350391,-0.930280922,-0.784317654,-0.93011338,-0.889778301
"(8, 12)",0.499448799,0.493865676,0.466402505,0.432594789,0.257808315,0.373309094,-0.642943278,-0.309926839,-0.377380603,-0.497962052,-0.713888942,-0.842117141,-0.699104048,-0.677709815,-0.649286883,-0.664054725,0.299389128,-0.044346902,-0.013279769,-0.064923151,0.372332162,0.412785724,-0.000641181,-0.065028099,0.380374801,0.418439044,-0.084529076,0.39113314,0.417140736,0.421114116,0.400865876,-0.062169786,-0.646693912,-0.587258067,-0.432058678,0.43790539,0.271320635,0.448012906,0.410112185,0.311912202,0.074132448,0.466756039,0.639141734,0.817329047,1,0.791484523,0.764789168,0.73574619,0.806187978,0.744142509,0.847223667,0.959074911,0.816877899,0.788670364,0.760059043,0.849538983,0.834392445,0.841386625,0.797341063,0.764615484,0.728767188,0.833604521,-0.24971406,0.194735035,0.005045381,-0.455670873,-0.731064722,0.251653821,0.211810394,0.0923343,-0.297490971,-0.246849966,-0.684493395,-0.687578,-0.807683633,-0.633274147,-0.523312929
"(8, 13)",0.671456139,0.6715204,0.652928192,0.592808571,0.244027588,0.467900129,-0.815870316,-0.547249275,-0.655030404,-0.768478033,-0.939893523,-0.837811414,-0.944424463,-0.939432052,-0.927108188,-0.893857741,0.127177141,-0.189598475,-0.154051876,-0.117177111,0.606153686,0.586370738,-0.130889165,-0.101843917,0.628228422,0.605816914,-0.06949765,0.672771002,0.634553972,0.692471147,0.584650153,-0.280794003,-0.707682565,-0.567718349,-0.368098081,0.621404277,-0.03236661,0.679608964,0.671633681,0.592052402,0.191224912,0.782673361,0.878508261,0.996844686,0.791484523,1,0.997547573,0.990588101,0.9755052,0.88059229,0.985288056,0.626783511,0.991311209,0.992319361,0.988002157,0.949237566,0.966215745,0.404097377,0.973282907,0.97599402,0.971619377,0.906253778,-0.785737663,0.605238125,0.456980856,-0.065784028,-0.905647537,0.790683586,0.762601568,0.673293586,0.308971408,0.131112705,-0.47179965,-0.937080997,-0.768060084,-0.94472462,-0.912370717
"(8, 14)",0.661925948,0.662484912,0.644863797,0.5857032,0.23348067,0.460101371,-0.814000937,-0.562656926,-0.671568831,-0.782782001,-0.94215806,-0.828762283,-0.948686977,-0.947196052,-0.938127303,-0.903706541,0.104436803,-0.195420796,-0.158201339,-0.119003811,0.604840173,0.579116611,-0.1341384,-0.103025104,0.627344063,0.59905893,-0.06946599,0.672530981,0.62858354,0.6922213,0.579414113,-0.292730496,-0.693840638,-0.548243298,-0.346067395,0.628518476,-0.04392692,0.69051261,0.68896793,0.615689445,0.213354466,0.797747227,0.886697827,0.991226919,0.764789168,0.997547573,1,0.997262086,0.97834693,0.88096128,0.975350885,0.592365407,0.985289023,0.992007377,0.992414252,0.947380104,0.953941773,0.363893727,0.965924322,0.975525804,0.97695669,0.903407939,-0.806298726,0.635582875,0.510593837,-0.001010794,-0.885471248,0.813539608,0.791636695,0.70951751,0.356223366,0.200178469,-0.412002059,-0.926476425,-0.730823611,-0.946354861,-0.925569794
"(8, 15)",0.647170261,0.64789245,0.631359364,0.573399984,0.21755152,0.447639001,-0.806865739,-0.56772474,-0.680906857,-0.792828933,-0.937618457,-0.812282868,-0.945600513,-0.947165901,-0.942137514,-0.907778866,0.073752235,-0.194081438,-0.159253115,-0.118356912,0.602395126,0.568245353,-0.136033925,-0.102504256,0.624765747,0.58802321,-0.067867083,0.670272416,0.618033209,0.689323608,0.569505156,-0.309433325,-0.680426247,-0.528101234,-0.320737153,0.630196495,-0.058579302,0.694600098,0.698673732,0.633556061,0.234234434,0.816962923,0.901446797,0.982023223,0.73574619,0.990588101,0.997262086,1,0.980620761,0.889621019,0.960303689,0.554018419,0.973178194,0.984813378,0.991239708,0.943308758,0.933141052,0.316051418,0.949123498,0.964685986,0.973082936,0.893146087,-0.823474128,0.654103555,0.55141466,0.062039735,-0.856721065,0.831612159,0.8150269,0.742279563,0.406313703,0.258819193,-0.346675487,-0.905572049,-0.678348946,-0.936031991,-0.928889825
"(8, 16)",0.604616539,0.603831258,0.587563192,0.536937833,0.208908642,0.427509935,-0.792462855,-0.517898323,-0.634765297,-0.763256664,-0.912089971,-0.830951312,-0.915027497,-0.914050825,-0.908069667,-0.893699921,0.071305421,-0.156246873,-0.136764397,-0.11387773,0.556956049,0.522282308,-0.120808078,-0.102945294,0.575863887,0.538463777,-0.075804694,0.616865615,0.56505933,0.640004374,0.526546607,-0.292593518,-0.697403259,-0.552927045,-0.335363831,0.60195685,-0.003404933,0.655650069,0.655355528,0.589441781,0.234075828,0.795078477,0.912619954,0.974848916,0.806187978,0.9755052,0.97834693,0.980620761,1,0.932916185,0.956869102,0.639109642,0.960356109,0.96747092,0.973415861,0.97569106,0.91709521,0.399103642,0.922705066,0.932943474,0.938976909,0.917267592,-0.732252559,0.566127091,0.46645401,-0.001858912,-0.80248712,0.737172746,0.719538668,0.644099779,0.325002605,0.202039615,-0.368156787,-0.837331348,-0.669292009,-0.85898481,-0.838330136
"(9, 10)",0.508515228,0.510369617,0.507870099,0.475430795,0.17899262,0.384933148,-0.691652118,-0.370664002,-0.51510371,-0.676024407,-0.791008982,-0.706083525,-0.787961305,-0.785951795,-0.783417096,-0.774745829,-0.001903477,-0.174583319,-0.187011328,-0.159293159,0.465023897,0.415803363,-0.180069852,-0.150233962,0.48418808,0.433212196,-0.108734286,0.534870757,0.474153485,0.572999218,0.461046661,-0.286800305,-0.668373182,-0.521815318,-0.279728692,0.515620863,-0.034242121,0.551572506,0.54949417,0.497088103,0.194296662,0.791398931,0.945965453,0.890109494,0.744142509,0.88059229,0.88096128,0.889621019,0.932916185,1,0.858967416,0.571501656,0.851346689,0.855376519,0.867029411,0.892294444,0.778821847,0.295602776,0.774226147,0.781015675,0.789003892,0.763606442,-0.659618085,0.409647887,0.340014181,-0.031965237,-0.696868106,0.649064395,0.630688774,0.571735553,0.31596927,0.151279031,-0.303940162,-0.707913913,-0.541651022,-0.722807629,-0.71192593
"(9, 11)",0.672902155,0.672157282,0.65259989,0.592675409,0.278795927,0.486067605,-0.779394341,-0.48725276,-0.579065542,-0.698128196,-0.910418162,-0.840928092,-0.910128239,-0.899980518,-0.881146064,-0.850798341,0.188786559,-0.176101947,-0.145214254,-0.1136631,0.572205292,0.571771447,-0.124379473,-0.099897629,0.592823816,0.589941973,-0.070095977,0.635046148,0.617213364,0.655530571,0.569736149,-0.226822285,-0.702098223,-0.589362565,-0.399106843,0.617865776,0.035283344,0.664595029,0.646457281,0.557002616,0.176807743,0.681672832,0.813554508,0.989964471,0.847223667,0.985288056,0.975350885,0.960303689,0.956869102,0.858967416,1,0.720904549,0.995637697,0.987729393,0.975447726,0.962194869,0.990150968,0.521665155,0.983971043,0.97587122,0.962195736,0.935871035,-0.711548449,0.51823845,0.347271171,-0.188538499,-0.92091086,0.711570795,0.676088509,0.57363656,0.189828325,0.022659163,-0.566067379,-0.930094076,-0.827056947,-0.918910031,-0.863329969
